index,Label,X,Y
428,VINEYARDS_1103P_cab_san_joaquin_y2019_1806_overlay.png,4.5,229.5
429,VINEYARDS_1103P_cab_san_joaquin_y2019_1945_overlay.png,350,250
430,VINEYARDS_1103P_cab_san_joaquin_y2019_1945_overlay.png,4.5,274.5
431,VINEYARDS_1103P_chard_madera_y2018_3532_overlay.png,347,256
432,VINEYARDS_1103P_chard_madera_y2018_3532_overlay.png,16.5,286.5
433,VINEYARDS_1103P_chard_madera_y2018_3961_overlay.png,231,376
434,VINEYARDS_1103P_chard_madera_y2018_3961_overlay.png,319.5,3.5
435,VINEYARDS_1103P_chard_madera_y2018_4208_overlay.png,340,261
436,VINEYARDS_1103P_chard_madera_y2018_4208_overlay.png,17.5,249.5
437,VINEYARDS_1103P_chard_madera_y2018_4209_overlay.png,328,289
438,VINEYARDS_1103P_chard_madera_y2018_4209_overlay.png,19.5,162.5
439,VINEYARDS_1103P_chard_madera_y2019_1166_overlay.png,385,233
440,VINEYARDS_1103P_chard_madera_y2019_1166_overlay.png,4.5,236.5
441,VINEYARDS_1103P_chard_madera_y2019_1374_overlay.png,370,249
442,VINEYARDS_1103P_chard_madera_y2019_1374_overlay.png,-0.5,202.5
443,VINEYARDS_1103P_chard_madera_y2019_1711_overlay.png,364,251
444,VINEYARDS_1103P_chard_madera_y2019_1711_overlay.png,5.5,215.5
445,VINEYARDS_1103P_chard_madera_y2019_1730_overlay.png,360,253
446,VINEYARDS_1103P_chard_madera_y2019_1730_overlay.png,2.5,186.5
447,VINEYARDS_1103P_chard_madera_y2019_504_overlay.png,356,282
448,VINEYARDS_1103P_chard_madera_y2019_504_overlay.png,4.5,265.5
449,VINEYARDS_1103P_chard_madera_y2019_517_overlay.png,355,287
450,VINEYARDS_1103P_chard_madera_y2019_517_overlay.png,1.5,227.5
451,VINEYARDS_1103P_chard_san_joaquin_y2018_2499_overlay.png,363,268
452,VINEYARDS_1103P_chard_san_joaquin_y2018_2499_overlay.png,2.5,257.5
453,VINEYARDS_1103P_chard_san_joaquin_y2018_3641_overlay.png,341,257
454,VINEYARDS_1103P_chard_san_joaquin_y2018_3641_overlay.png,9.5,266.5
455,VINEYARDS_1103P_chard_san_joaquin_y2018_4709_overlay.png,383,265
456,VINEYARDS_1103P_chard_san_joaquin_y2018_4709_overlay.png,5.5,237.5
457,VINEYARDS_1103P_chard_san_joaquin_y2018_4825_overlay.png,326,269
458,VINEYARDS_1103P_chard_san_joaquin_y2018_4825_overlay.png,24.5,277.5
459,VINEYARDS_1103P_chard_san_joaquin_y2019_2242_overlay.png,337,268
460,VINEYARDS_1103P_chard_san_joaquin_y2019_2242_overlay.png,35.5,194.5
461,VINEYARDS_5C_cab_madera_y2018_2587_overlay.png,361,259
462,VINEYARDS_5C_cab_madera_y2018_2587_overlay.png,7.5,286.5
463,VINEYARDS_5C_cab_madera_y2018_3459_overlay.png,354,269
464,VINEYARDS_5C_cab_madera_y2018_3459_overlay.png,2.5,191.5
465,VINEYARDS_5C_cab_madera_y2018_4262_overlay.png,371,259
466,VINEYARDS_5C_cab_madera_y2018_4262_overlay.png,6.5,302.5
467,VINEYARDS_5C_cab_madera_y2019_1716_overlay.png,336,254
468,VINEYARDS_5C_cab_madera_y2019_1716_overlay.png,6.5,159.5
469,VINEYARDS_5C_cab_madera_y2019_1891_overlay.png,341,271
470,VINEYARDS_5C_cab_madera_y2019_1891_overlay.png,4.5,318.5
471,VINEYARDS_5C_cab_san_joaquin_y2018_2958_overlay.png,350,259
472,VINEYARDS_5C_cab_san_joaquin_y2018_2958_overlay.png,0.5,239.5
473,VINEYARDS_5C_cab_san_joaquin_y2018_3152_overlay.png,352,269
474,VINEYARDS_5C_cab_san_joaquin_y2018_3152_overlay.png,7.5,280.5
475,VINEYARDS_5C_cab_san_joaquin_y2018_3169_overlay.png,347,274
476,VINEYARDS_5C_cab_san_joaquin_y2018_3169_overlay.png,2.5,303.5
477,VINEYARDS_5C_cab_san_joaquin_y2018_4696_overlay.png,357,253
478,VINEYARDS_5C_cab_san_joaquin_y2018_4696_overlay.png,2.5,281.5
479,VINEYARDS_5C_cab_san_joaquin_y2018_4999_overlay.png,333,279
480,VINEYARDS_5C_cab_san_joaquin_y2018_4999_overlay.png,21.5,169.5
481,VINEYARDS_5C_cab_san_joaquin_y2018_5007_overlay.png,366,252
482,VINEYARDS_5C_cab_san_joaquin_y2018_5007_overlay.png,5.5,321.5
483,VINEYARDS_5C_cab_san_joaquin_y2019_1484_overlay.png,351,263
484,VINEYARDS_5C_cab_san_joaquin_y2019_1484_overlay.png,14.5,323.5
485,VINEYARDS_5C_cab_san_joaquin_y2019_927_overlay.png,265,161
486,VINEYARDS_5C_cab_san_joaquin_y2019_927_overlay.png,199.5,491.5
487,VINEYARDS_5C_cab_san_joaquin_y2019_941_overlay.png,234,158
488,VINEYARDS_5C_cab_san_joaquin_y2019_941_overlay.png,257.5,493.5
489,VINEYARDS_5C_chard_merced_y2018_2337_overlay.png,344,244
490,VINEYARDS_5C_chard_merced_y2018_2337_overlay.png,4.5,245.5
491,VINEYARDS_5C_chard_merced_y2018_3595_overlay.png,367,250
492,VINEYARDS_5C_chard_merced_y2018_3595_overlay.png,3.5,213.5
493,VINEYARDS_5C_chard_merced_y2018_3811_overlay.png,349,246
494,VINEYARDS_5C_chard_merced_y2018_3811_overlay.png,9.5,279.5
495,VINEYARDS_5C_chard_merced_y2019_1642_overlay.png,345,256
496,VINEYARDS_5C_chard_merced_y2019_1642_overlay.png,2.5,256.5
497,VINEYARDS_5C_chard_merced_y2019_2108_overlay.png,365,265
498,VINEYARDS_5C_chard_merced_y2019_2108_overlay.png,2.5,282.5
499,VINEYARDS_5C_chard_merced_y2019_377_overlay.png,372,259
500,VINEYARDS_5C_chard_merced_y2019_377_overlay.png,1.5,225.5
501,VINEYARDS_5C_chard_san_joaquin_y2018_2475_overlay.png,369,279
502,VINEYARDS_5C_chard_san_joaquin_y2018_2475_overlay.png,9.5,296.5
503,VINEYARDS_5C_chard_san_joaquin_y2018_3320_overlay.png,357,249
504,VINEYARDS_5C_chard_san_joaquin_y2018_3320_overlay.png,13.5,242.5
505,VINEYARDS_5C_chard_san_joaquin_y2018_3647_overlay.png,385,248
506,VINEYARDS_5C_chard_san_joaquin_y2018_3647_overlay.png,5.5,145.5
507,VINEYARDS_5C_chard_san_joaquin_y2018_3648_overlay.png,364,257
508,VINEYARDS_5C_chard_san_joaquin_y2018_3648_overlay.png,5.5,240.5
509,VINEYARDS_5C_chard_san_joaquin_y2018_4610_overlay.png,351,249
510,VINEYARDS_5C_chard_san_joaquin_y2018_4610_overlay.png,3.5,229.5
511,VINEYARDS_freedom_cab_madera_y2018_2809_overlay.png,353,249
512,VINEYARDS_freedom_cab_madera_y2018_2809_overlay.png,2.5,249.5
513,VINEYARDS_freedom_cab_madera_y2018_3929_overlay.png,349,246
514,VINEYARDS_freedom_cab_madera_y2018_3929_overlay.png,3.5,229.5
515,VINEYARDS_freedom_cab_madera_y2019_1127_overlay.png,341,275
516,VINEYARDS_freedom_cab_madera_y2019_1127_overlay.png,0.5,303.5
517,VINEYARDS_freedom_cab_madera_y2019_434_overlay.png,331,266
518,VINEYARDS_freedom_cab_madera_y2019_434_overlay.png,3.5,241.5
519,VINEYARDS_freedom_cab_madera_y2019_512_overlay.png,368,241
520,VINEYARDS_freedom_cab_madera_y2019_512_overlay.png,7.5,232.5
521,VINEYARDS_freedom_cab_merced_y2018_3034_overlay.png,350,251
522,VINEYARDS_freedom_cab_merced_y2018_3034_overlay.png,5.5,270.5
523,VINEYARDS_freedom_cab_merced_y2018_3399_overlay.png,350,248
524,VINEYARDS_freedom_cab_merced_y2018_3399_overlay.png,23.5,252.5
525,VINEYARDS_freedom_cab_merced_y2018_5061_overlay.png,251,348
526,VINEYARDS_freedom_cab_merced_y2018_5061_overlay.png,258.5,1.5
527,VINEYARDS_freedom_cab_merced_y2019_352_overlay.png,318,302
528,VINEYARDS_freedom_cab_merced_y2019_352_overlay.png,3.5,207.5
529,VINEYARDS_freedom_cab_merced_y2019_578_overlay.png,362,250
530,VINEYARDS_freedom_cab_merced_y2019_578_overlay.png,2.5,284.5
531,VINEYARDS_freedom_cab_san_joaquin_y2018_2450_overlay.png,340,244
532,VINEYARDS_freedom_cab_san_joaquin_y2018_2450_overlay.png,2.5,255.5
533,VINEYARDS_freedom_cab_san_joaquin_y2018_2905_overlay.png,352,263
534,VINEYARDS_freedom_cab_san_joaquin_y2018_2905_overlay.png,6.5,267.5
535,VINEYARDS_freedom_cab_san_joaquin_y2018_3147_overlay.png,344,260
536,VINEYARDS_freedom_cab_san_joaquin_y2018_3147_overlay.png,11.5,284.5
537,VINEYARDS_freedom_cab_san_joaquin_y2018_3267_overlay.png,335,238
538,VINEYARDS_freedom_cab_san_joaquin_y2018_3267_overlay.png,4.5,222.5
539,VINEYARDS_freedom_cab_san_joaquin_y2019_1471_overlay.png,358,264
540,VINEYARDS_freedom_cab_san_joaquin_y2019_1471_overlay.png,2.5,216.5
541,VINEYARDS_freedom_cab_san_joaquin_y2019_2017_overlay.png,364,262
542,VINEYARDS_freedom_cab_san_joaquin_y2019_2017_overlay.png,7.5,298.5
543,VINEYARDS_freedom_chard_madera_y2018_2571_overlay.png,353,240
544,VINEYARDS_freedom_chard_madera_y2018_2571_overlay.png,1.5,187.5
545,VINEYARDS_freedom_chard_madera_y2018_4177_overlay.png,370,259
546,VINEYARDS_freedom_chard_madera_y2018_4177_overlay.png,11.5,239.5
547,VINEYARDS_freedom_chard_madera_y2019_1134_overlay.png,355,250
548,VINEYARDS_freedom_chard_madera_y2019_1134_overlay.png,15.5,293.5
549,VINEYARDS_freedom_chard_madera_y2019_1141_overlay.png,388,248
550,VINEYARDS_freedom_chard_madera_y2019_1141_overlay.png,5.5,283.5
551,VINEYARDS_freedom_chard_madera_y2019_1693_overlay.png,350,265
552,VINEYARDS_freedom_chard_madera_y2019_1693_overlay.png,17.5,193.5
553,VINEYARDS_freedom_chard_madera_y2019_471_overlay.png,345,229
554,VINEYARDS_freedom_chard_madera_y2019_471_overlay.png,1.5,252.5
555,VINEYARDS_freedom_chard_merced_y2018_2368_overlay.png,378,235
556,VINEYARDS_freedom_chard_merced_y2018_2368_overlay.png,8.5,227.5
557,VINEYARDS_freedom_chard_merced_y2018_2684_overlay.png,244,366
558,VINEYARDS_freedom_chard_merced_y2018_2684_overlay.png,193.5,7.5
559,VINEYARDS_freedom_chard_merced_y2018_3049_overlay.png,345,269
560,VINEYARDS_freedom_chard_merced_y2018_3049_overlay.png,30.5,181.5
561,VINEYARDS_freedom_chard_merced_y2018_3377_overlay.png,382,281
562,VINEYARDS_freedom_chard_merced_y2018_3377_overlay.png,20.5,314.5
563,VINEYARDS_freedom_chard_merced_y2018_3778_overlay.png,361,250
564,VINEYARDS_freedom_chard_merced_y2018_3778_overlay.png,5.5,241.5
565,VINEYARDS_freedom_chard_merced_y2018_3787_overlay.png,399,242
566,VINEYARDS_freedom_chard_merced_y2018_3787_overlay.png,3.5,233.5
567,VINEYARDS_freedom_chard_merced_y2018_5079_overlay.png,260,344
568,VINEYARDS_freedom_chard_merced_y2018_5079_overlay.png,269.5,31.5
569,VINEYARDS_freedom_chard_merced_y2018_5086_overlay.png,265,359
570,VINEYARDS_freedom_chard_merced_y2018_5086_overlay.png,266.5,4.5
571,VINEYARDS_freedom_chard_merced_y2019_1604_overlay.png,369,254
572,VINEYARDS_freedom_chard_merced_y2019_1604_overlay.png,10.5,199.5
573,VINEYARDS_freedom_chard_merced_y2019_2074_overlay.png,363,239
574,VINEYARDS_freedom_chard_merced_y2019_2074_overlay.png,10.5,289.5
575,VINEYARDS_freedom_chard_san_joaquin_y2018_2482_overlay.png,371,279
576,VINEYARDS_freedom_chard_san_joaquin_y2018_2482_overlay.png,1.5,277.5
577,VINEYARDS_freedom_chard_san_joaquin_y2018_4428_overlay.png,367,254
578,VINEYARDS_freedom_chard_san_joaquin_y2018_4428_overlay.png,3.5,239.5
579,VINEYARDS_freedom_chard_san_joaquin_y2018_4482_overlay.png,343,235
580,VINEYARDS_freedom_chard_san_joaquin_y2018_4482_overlay.png,6.5,248.5
581,VINEYARDS_freedom_chard_san_joaquin_y2018_4622_overlay.png,352,251
582,VINEYARDS_freedom_chard_san_joaquin_y2018_4622_overlay.png,25.5,214.5
583,VINEYARDS_freedom_chard_san_joaquin_y2018_4836_overlay.png,327,275
584,VINEYARDS_freedom_chard_san_joaquin_y2018_4836_overlay.png,9.5,255.5
585,VINEYARDS_freedom_chard_san_joaquin_y2019_1411_overlay.png,347,285
586,VINEYARDS_freedom_chard_san_joaquin_y2019_1411_overlay.png,18.5,125.5
587,VINEYARDS_freedom_chard_san_joaquin_y2019_1844_overlay.png,363,252
588,VINEYARDS_freedom_chard_san_joaquin_y2019_1844_overlay.png,7.5,197.5
589,VINEYARDS_freedom_chard_san_joaquin_y2019_2051_overlay.png,373,247
590,VINEYARDS_freedom_chard_san_joaquin_y2019_2051_overlay.png,6.5,196.5
591,WOLFSKILL_5-17_3847_overlay.png,191,319
592,WOLFSKILL_5-17_3847_overlay.png,427.5,55.5
593,WOLFSKILL_Abla_Aganin_Isium_728_overlay.png,259,182
594,WOLFSKILL_Abla_Aganin_Isium_728_overlay.png,386.5,505.5
595,WOLFSKILL_Abla_Aganin_Isium_841_overlay.png,208,171
596,WOLFSKILL_Abla_Aganin_Isium_841_overlay.png,332.5,504.5
597,WOLFSKILL_Al_Borla_736_overlay.png,292,160
598,WOLFSKILL_Al_Borla_736_overlay.png,195.5,505.5
599,WOLFSKILL_Appley_Towers_33_overlay.png,258,168
600,WOLFSKILL_Appley_Towers_33_overlay.png,289.5,503.5
601,WOLFSKILL_Aramon_5304_overlay.png,267,384
602,WOLFSKILL_Aramon_5304_overlay.png,271.5,3.5
603,WOLFSKILL_Argant_4994_overlay.png,380,290
604,WOLFSKILL_Argant_4994_overlay.png,3.5,288.5
605,WOLFSKILL_Arhaniotico_Kokino_5319_overlay.png,260,160
606,WOLFSKILL_Arhaniotico_Kokino_5319_overlay.png,346.5,505.5
607,WOLFSKILL_Arnsburger_8959_overlay.png,266,148
608,WOLFSKILL_Arnsburger_8959_overlay.png,284.5,503.5
609,WOLFSKILL_Askari_2670_overlay.png,270,96
610,WOLFSKILL_Askari_2670_overlay.png,294.5,507.5
611,WOLFSKILL_Asma_202_overlay.png,251,360
612,WOLFSKILL_Asma_202_overlay.png,234.5,2.5
613,WOLFSKILL_Asma_Sohwars_759_overlay.png,249,152
614,WOLFSKILL_Asma_Sohwars_759_overlay.png,278.5,507.5
615,WOLFSKILL_Asprocoritho_8396_overlay.png,217,299
616,WOLFSKILL_Asprocoritho_8396_overlay.png,485.5,123.5
617,WOLFSKILL_Aurora_945_overlay.png,274,378
618,WOLFSKILL_Aurora_945_overlay.png,304.5,2.5
619,WOLFSKILL_Autumn_Seedless_4295_overlay.png,166,200
620,WOLFSKILL_Autumn_Seedless_4295_overlay.png,415.5,498.5
621,WOLFSKILL_Autumn_Seedless_4300_overlay.png,360,232
622,WOLFSKILL_Autumn_Seedless_4300_overlay.png,0.5,265.5
623,WOLFSKILL_Bakari_Mavro_5418_overlay.png,276,145
624,WOLFSKILL_Bakari_Mavro_5418_overlay.png,251.5,509.5
625,WOLFSKILL_Beba_5410_overlay.png,274,181
626,WOLFSKILL_Beba_5410_overlay.png,326.5,498.5
627,WOLFSKILL_Bequignol_4959_overlay.png,240,341
628,WOLFSKILL_Bequignol_4959_overlay.png,340.5,26.5
629,WOLFSKILL_Black_Corinth_2345_overlay.png,336,248
630,WOLFSKILL_Black_Corinth_2345_overlay.png,25.5,291.5
631,WOLFSKILL_Blauer_Spatburgunder_5459_overlay.png,233,162
632,WOLFSKILL_Blauer_Spatburgunder_5459_overlay.png,329.5,508.5
633,WOLFSKILL_Buraburi_3494_overlay.png,259,346
634,WOLFSKILL_Buraburi_3494_overlay.png,322.5,11.5
635,WOLFSKILL_Carignane_5598_overlay.png,272,179
636,WOLFSKILL_Carignane_5598_overlay.png,75.5,475.5
637,WOLFSKILL_Carignane_6589_overlay.png,254,336
638,WOLFSKILL_Carignane_6589_overlay.png,270.5,25.5
639,WOLFSKILL_Carriere_7299_overlay.png,229,365
640,WOLFSKILL_Carriere_7299_overlay.png,281.5,3.5
641,WOLFSKILL_Chalian_De_Drome_629_overlay.png,237,351
642,WOLFSKILL_Chalian_De_Drome_629_overlay.png,267.5,1.5
643,WOLFSKILL_Chenin_Blanc_8088_overlay.png,210,203
644,WOLFSKILL_Chenin_Blanc_8088_overlay.png,387.5,455.5
645,WOLFSKILL_Criyicless_crujicless_4988_overlay.png,292,349
646,WOLFSKILL_Criyicless_crujicless_4988_overlay.png,114.5,12.5
647,WOLFSKILL_DOVine_4254_overlay.png,295,149
648,WOLFSKILL_DOVine_4254_overlay.png,357.5,504.5
649,WOLFSKILL_Diamond_Muscat_4266_overlay.png,270,140
650,WOLFSKILL_Diamond_Muscat_4266_overlay.png,236.5,507.5
651,WOLFSKILL_Erlihane_3705_overlay.png,258,385
652,WOLFSKILL_Erlihane_3705_overlay.png,277.5,2.5
653,WOLFSKILL_Fantasy_Seedless_4312_overlay.png,239,133
654,WOLFSKILL_Fantasy_Seedless_4312_overlay.png,303.5,507.5
655,WOLFSKILL_Fer_Servadou_5050_overlay.png,255,143
656,WOLFSKILL_Fer_Servadou_5050_overlay.png,199.5,506.5
657,WOLFSKILL_Ferdinand_De_Lesseps_1212_overlay.png,229,173
658,WOLFSKILL_Ferdinand_De_Lesseps_1212_overlay.png,152.5,504.5
659,WOLFSKILL_Fort_Ross_Vine_2450_overlay.png,153,264
660,WOLFSKILL_Fort_Ross_Vine_2450_overlay.png,486.5,275.5
661,WOLFSKILL_Gouveio_5958_overlay.png,201,227
662,WOLFSKILL_Gouveio_5958_overlay.png,468.5,393.5
663,WOLFSKILL_Himrisnky_2660_overlay.png,233,183
664,WOLFSKILL_Himrisnky_2660_overlay.png,380.5,499.5
665,WOLFSKILL_Hungarian_Millenium_6059_overlay.png,230,374
666,WOLFSKILL_Hungarian_Millenium_6059_overlay.png,292.5,2.5
667,WOLFSKILL_Johanna_Mathiasz_1264_overlay.png,218,330
668,WOLFSKILL_Johanna_Mathiasz_1264_overlay.png,496.5,115.5
669,WOLFSKILL_Julius_Caesar_2100_overlay.png,238,394
670,WOLFSKILL_Julius_Caesar_2100_overlay.png,243.5,3.5
671,WOLFSKILL_Juracon_Noir_5071_overlay.png,249,159
672,WOLFSKILL_Juracon_Noir_5071_overlay.png,283.5,502.5
673,WOLFSKILL_Khaldar_1307_overlay.png,179,212
674,WOLFSKILL_Khaldar_1307_overlay.png,482.5,324.5
675,WOLFSKILL_Khalili_2855_overlay.png,239,163
676,WOLFSKILL_Khalili_2855_overlay.png,316.5,490.5
677,WOLFSKILL_Khawngi_4218_overlay.png,236,368
678,WOLFSKILL_Khawngi_4218_overlay.png,232.5,1.5
679,WOLFSKILL_Khorestini_3566_overlay.png,287,155
680,WOLFSKILL_Khorestini_3566_overlay.png,245.5,464.5
681,WOLFSKILL_Kishmish_Hishrau_148_overlay.png,239,361
682,WOLFSKILL_Kishmish_Hishrau_148_overlay.png,235.5,2.5
683,WOLFSKILL_Kokour_Rot_2633_overlay.png,271,182
684,WOLFSKILL_Kokour_Rot_2633_overlay.png,169.5,496.5
685,WOLFSKILL_Kolokithian_6178_overlay.png,250,334
686,WOLFSKILL_Kolokithian_6178_overlay.png,235.5,6.5
687,WOLFSKILL_Kozanitis_6207_overlay.png,317,153
688,WOLFSKILL_Kozanitis_6207_overlay.png,132.5,507.5
689,WOLFSKILL_Ladyfinger_Mutant_of_Thompson_Seedless4X_3399_overlay.png,248,112
690,WOLFSKILL_Ladyfinger_Mutant_of_Thompson_Seedless4X_3399_overlay.png,232.5,499.5
691,WOLFSKILL_Leanoy_8902_overlay.png,254,148
692,WOLFSKILL_Leanoy_8902_overlay.png,259.5,506.5
693,WOLFSKILL_Littorio_i.p._90_1341_overlay.png,280,184
694,WOLFSKILL_Littorio_i.p._90_1341_overlay.png,251.5,481.5
695,WOLFSKILL_Madam_Matijas_3590_overlay.png,255,157
696,WOLFSKILL_Madam_Matijas_3590_overlay.png,260.5,505.5
697,WOLFSKILL_Madeleine_Sylvaner_9777_overlay.png,250,151
698,WOLFSKILL_Madeleine_Sylvaner_9777_overlay.png,270.5,497.5
699,WOLFSKILL_Malvasia_Tinta_6370_overlay.png,281,355
700,WOLFSKILL_Malvasia_Tinta_6370_overlay.png,197.5,6.5
701,WOLFSKILL_Mavroliatis_7931_overlay.png,207,208
702,WOLFSKILL_Mavroliatis_7931_overlay.png,406.5,484.5
703,WOLFSKILL_Moscatel_Galego_6550_overlay.png,255,186
704,WOLFSKILL_Moscatel_Galego_6550_overlay.png,235.5,506.5
705,WOLFSKILL_Mosho_Patata_7952_overlay.png,258,378
706,WOLFSKILL_Mosho_Patata_7952_overlay.png,310.5,2.5
707,WOLFSKILL_Muscat_Bowood_3126_overlay.png,245,168
708,WOLFSKILL_Muscat_Bowood_3126_overlay.png,320.5,470.5
709,WOLFSKILL_Muscat_Br39_2384_overlay.png,292,151
710,WOLFSKILL_Muscat_Br39_2384_overlay.png,279.5,508.5
711,WOLFSKILL_Muscat_Ottonel_6674_overlay.png,216,207
712,WOLFSKILL_Muscat_Ottonel_6674_overlay.png,457.5,475.5
713,WOLFSKILL_Muscat_St._Laurent_56_overlay.png,214,198
714,WOLFSKILL_Muscat_St._Laurent_56_overlay.png,346.5,508.5
715,WOLFSKILL_Nebbiolo_6709_overlay.png,175,206
716,WOLFSKILL_Nebbiolo_6709_overlay.png,471.5,389.5
717,WOLFSKILL_Olho_De_Pargo_2158_overlay.png,202,285
718,WOLFSKILL_Olho_De_Pargo_2158_overlay.png,374.5,2.5
719,WOLFSKILL_Olivette_Blanche_1519_overlay.png,226,126
720,WOLFSKILL_Olivette_Blanche_1519_overlay.png,282.5,508.5
721,WOLFSKILL_Olmo_033-50_3242_overlay.png,207,195
722,WOLFSKILL_Olmo_033-50_3242_overlay.png,361.5,491.5
723,WOLFSKILL_Olmo_6F_V19_9199_overlay.png,154,258
724,WOLFSKILL_Olmo_6F_V19_9199_overlay.png,491.5,188.5
725,WOLFSKILL_Opale_1556_overlay.png,213,177
726,WOLFSKILL_Opale_1556_overlay.png,360.5,504.5
727,WOLFSKILL_Parnicko_7075_overlay.png,241,155
728,WOLFSKILL_Parnicko_7075_overlay.png,270.5,507.5
729,WOLFSKILL_Patrino_8736_overlay.png,278,380
730,WOLFSKILL_Patrino_8736_overlay.png,124.5,4.5
731,WOLFSKILL_Perbos_205_407_overlay.png,178,216
732,WOLFSKILL_Perbos_205_407_overlay.png,507.5,318.5
733,WOLFSKILL_Perle_de_Csaba_8925_overlay.png,237,161
734,WOLFSKILL_Perle_de_Csaba_8925_overlay.png,235.5,510.5
735,WOLFSKILL_Perle_de_Csaba_8926_overlay.png,195,208
736,WOLFSKILL_Perle_de_Csaba_8926_overlay.png,432.5,470.5
737,WOLFSKILL_Pinot_Gris_4644_overlay.png,228,180
738,WOLFSKILL_Pinot_Gris_4644_overlay.png,227.5,480.5
739,WOLFSKILL_Pinot_Noir-marianfeld_5105_overlay.png,218,184
740,WOLFSKILL_Pinot_Noir-marianfeld_5105_overlay.png,369.5,475.5
741,WOLFSKILL_Pinot_Noir_2a_5097_overlay.png,265,151
742,WOLFSKILL_Pinot_Noir_2a_5097_overlay.png,222.5,507.5
743,WOLFSKILL_Pirovano_5_2581_overlay.png,326,271
744,WOLFSKILL_Pirovano_5_2581_overlay.png,65.5,252.5
745,WOLFSKILL_Pirovano_5_2586_overlay.png,398,260
746,WOLFSKILL_Pirovano_5_2586_overlay.png,3.5,213.5
747,WOLFSKILL_Prosecco_Lungo_8666_overlay.png,287,378
748,WOLFSKILL_Prosecco_Lungo_8666_overlay.png,198.5,2.5
749,WOLFSKILL_Refosco_4806_overlay.png,245,365
750,WOLFSKILL_Refosco_4806_overlay.png,229.5,5.5
751,WOLFSKILL_Roussico_8017_overlay.png,255,149
752,WOLFSKILL_Roussico_8017_overlay.png,256.5,494.5
753,WOLFSKILL_Roussico_8018_overlay.png,156,197
754,WOLFSKILL_Roussico_8018_overlay.png,504.5,360.5
755,WOLFSKILL_Royal_2210_overlay.png,232,171
756,WOLFSKILL_Royal_2210_overlay.png,286.5,498.5
757,WOLFSKILL_Royal_Thompson_164_overlay.png,216,142
758,WOLFSKILL_Royal_Thompson_164_overlay.png,299.5,504.5
759,WOLFSKILL_Russian_Seedless_3383_overlay.png,182,176
760,WOLFSKILL_Russian_Seedless_3383_overlay.png,480.5,427.5
761,WOLFSKILL_Saint_Laurent_9267_overlay.png,234,136
762,WOLFSKILL_Saint_Laurent_9267_overlay.png,245.5,508.5
763,WOLFSKILL_Sangioveto_8344_overlay.png,259,158
764,WOLFSKILL_Sangioveto_8344_overlay.png,244.5,501.5
765,WOLFSKILL_Seedless_Emperor_1746_overlay.png,284,170
766,WOLFSKILL_Seedless_Emperor_1746_overlay.png,233.5,505.5
767,WOLFSKILL_Spanna_7368_overlay.png,239,161
768,WOLFSKILL_Spanna_7368_overlay.png,216.5,474.5
769,WOLFSKILL_Tallian_1826_overlay.png,195,349
770,WOLFSKILL_Tallian_1826_overlay.png,287.5,2.5
771,WOLFSKILL_Teneron_1388_overlay.png,235,336
772,WOLFSKILL_Teneron_1388_overlay.png,184.5,5.5
773,WOLFSKILL_Terret_Gris_7512_overlay.png,213,149
774,WOLFSKILL_Terret_Gris_7512_overlay.png,309.5,504.5
775,WOLFSKILL_Verdelho_7674_overlay.png,246,197
776,WOLFSKILL_Verdelho_7674_overlay.png,417.5,460.5
777,WOLFSKILL_Vermentino_Favorita_5186_overlay.png,237,155
778,WOLFSKILL_Vermentino_Favorita_5186_overlay.png,253.5,509.5
779,WOLFSKILL_Vital_8185_overlay.png,243,127
780,WOLFSKILL_Vital_8185_overlay.png,203.5,506.5
781,WOLFSKILL_Vranac_4942_overlay.png,338,320
782,WOLFSKILL_Vranac_4942_overlay.png,7.5,98.5
783,WOLFSKILL_Vrathiano_7736_overlay.png,239,143
784,WOLFSKILL_Vrathiano_7736_overlay.png,303.5,508.5
785,WOLFSKILL_Zifir_4000_overlay.png,241,168
786,WOLFSKILL_Zifir_4000_overlay.png,283.5,507.5
787,WOLFSKILL_nan_5131_overlay.png,204,224
788,WOLFSKILL_nan_5131_overlay.png,466.5,472.5
789,WOLFSKILL_nan_9570_overlay.png,285,144
790,WOLFSKILL_nan_9570_overlay.png,140.5,487.5
791,ALGERIA_Ahmeur Bou Ahmeur_16_overlay.png,253,146
792,ALGERIA_Ahmeur Bou Ahmeur_16_overlay.png,230.5,509.5
793,ALGERIA_Ahmeur Bou Ahmeur_17_overlay.png,252,156
794,ALGERIA_Ahmeur Bou Ahmeur_17_overlay.png,281.5,493.5
795,ALGERIA_Ahmeur Bou Ahmeur_19_overlay.png,220,171
796,ALGERIA_Ahmeur Bou Ahmeur_19_overlay.png,244.5,508.5
797,ALGERIA_Ahmeur Bou Ahmeur_24_overlay.png,262,142
798,ALGERIA_Ahmeur Bou Ahmeur_24_overlay.png,236.5,505.5
799,ALGERIA_Ahmeur Bou Ahmeur_28_overlay.png,276,145
800,ALGERIA_Ahmeur Bou Ahmeur_28_overlay.png,175.5,499.5
